entities,count,label
Inmaculada” PP Franciscanos,1,PER
podrían,1,PER
Antonio Diéguez Lucena,1,PER
Comité de Ética de la Investigación,1,PER
Eloy Hontoria,1,PER
Félix Pérez,1,PER
Francisco Sardina,1,PER
Gema Pozo,1,PER
Pedro Luján,1,PER
Pedro Adolfo Meroño Pérez,1,PER
Pere Puigdomènech,1,PER
Javier de Francisco Morcillo,1,PER
Investigación Ecológica,1,PER
Annelies Broekman,1,PER
Civil Sandra García Galiano,1,PER
Prensa de La Moncloa,1,PER
El Comité,1,PER
Jordi Camí,1,PER
Coral Calero,1,PER
Rafael Yuste,1,PER
María Amparo Alonso,1,PER
Leonor Ruíz,1,PER
Mirador de Agridulce,1,PER
Jorge Manríquez,1,PER
Carlos Hernández Martínez,1,PER
Docentes,1,PER
Sauces,1,PER
Ramón Alonso Luzzy,1,PER
Beniamino Russo,1,PER
José María Carrillo Sánchez,1,PER
Pedro Luis López Julián,1,PER
Acero Oliete,1,PER
Joaquín López Castellanos,1,PER
TED2021-132098B-C21,1,PER
TED2021-132098B-C22,1,PER
Clogging-inlets,1,PER
Doctor otorga”,1,PER
Kenchikuka,1,PER
Clusters de Grado,1,PER
investigación común,1,PER
Diego Tortosa,1,PER
Mozafari,1,PER
López Nicolás,1,PER
Jose Manuel López Nicolás,1,PER
Investigación Agroalimentaria Wia23,1,PER
José Monteagudo,1,PER
Manuel Gómez Valentín,1,PER
Miriam García,1,PER
Lucía García,1,PER
Antonio Parra,1,PER
María García,1,PER
Irina Stancu,1,PER
Lucía Ríos,1,PER
Marta Merlos,1,PER
Carmen Mateo,1,PER
Víctor Martínez García,1,PER
Julia Weiss,1,PER
Alberto Gila Navarro,1,PER
Príncipe de Asturias de Lorca,1,PER
Eduardo García-Verdugo Cepeda,1,PER
Resiliencia NextGenerationUE de la Agencia Estatal,1,PER
Proper-Inlets,1,PER
Andrew C. Marr,1,PER
Arjan Kleij,1,PER
Pedro Lozano,1,PER
Eduardo García Verdugo,1,PER
Aplicaciones Químico-Industriales,1,PER
Isabel Fortea,1,PER
Investigación de la CARM,1,PER
Audiovisuales,1,PER
Artes Escénicas,1,PER
Artes Plásticas,1,PER
Mobility Friendly Plan,1,PER
Bachillerato de los Institutos,1,PER
Juan José Jorquera,1,PER
Getnisa,1,PER
graduación de la X,1,PER
Vicerrector de Economía,1,PER
Jefe del Departamento de Crecimiento Empresarial,1,PER
Juan Manuel Núñez Blanco,1,PER
Divino Pastor de Cieza,1,PER
Jiménez de la Espada,1,PER
Kelvin,1,PER
De Bachillerato,1,PER
Joaquín Medina,1,PER
Josefa Ros Torres,1,PER
Juan Carlos I.,1,PER
José María Lozano Cánovas,1,PER
Carmen Justamente Pascual,1,PER
Miguel Cox Caballero,1,PER
Marta Piñera Marín,1,PER
Rodrigo Ortega Gómez,1,PER
Juan Caballero,1,PER
Isabel Alcaraz Salinas,1,PER
Guillermo Villalba Losa,1,PER
edición,1,PER
jabón,1,PER
“Su padre,1,PER
vegetación espontánea,1,PER
hará,1,PER
“Erasmus,1,PER
Teresa Allepuz Ros,1,PER
Estrategia Regional,1,PER
Clepsidra,1,PER
Eva Delgado Martínez,1,PER
Sala,1,PER
Víctor Abellán Rubio,1,PER
Juan Carlos Pérez Sánchez,1,PER
Roberto Carlos,1,PER
Miguel Linares,1,PER
Francisco Javier Mármol Molina,1,PER
Víctor Hugo Escalona Contreras,1,PER
Ramón Mancebo,1,PER
Manuel David Santillana,1,PER
Ingeniería de Sistemas de Telecomunicación,1,PER
Alberto Martínez Ramos,1,PER
Jugger,1,PER
Raspberry Pi,1,PER
Sarabia García,1,PER
Mari Luz Maté Sánchez-Val,1,PER
Manuel Ruiz Marín,1,PER
José Noguera Venero,1,PER
Gestión del Territorio,1,PER
Josep Lluís Miralles,1,PER
Carmelo Puche,1,PER
Iván Pardo,1,PER
Diversión,1,PER
Marchamalo,1,PER
which allowed him to present,1,PER
really know,1,PER
Encarnita Aguayo,1,PER
Ana Allende,1,PER
Ana Muñoz Vera,1,PER
Cayetano Ureña,1,PER
Víctor Manuel González,1,PER
Jóvenes Empresarios,1,PER
Gonzalo Cruzado,1,PER
Mauricio de la Gándara-García,1,PER
Francisco Manzano,1,PER
Fuensanta Riquelme,1,PER
Encarna Hernández,1,PER
Jose Manuel Antón-García,1,PER
Jefe Superior de la Policía Nacional,1,PER
Cristina Pérez,1,PER
Cristina Miloro,1,PER
Esquel,1,PER
Jose Francisco Ballester Pérez,1,PER
Participadas de la Región de Murcia,1,PER
Drónica Servicios Aéreos SLL,1,PER
Inocencia Martínez,1,PER
Comunicación Social,1,PER
Madeleine Sánchez,1,PER
Olga Rodríguez Arnaldo,1,PER
Data Factory,1,PER
Universitario,1,PER
UEMaster,1,PER
Ángel “HanG” Izquierdo,1,PER
Silvia “Tartadequeso” Ruiz,1,PER
Sergio “asuere1” Rodríguez,1,PER
Alberto “Alberrix17” Olivares,1,PER
Pablo “Trolenas” Hernández,1,PER
Antonio “Lentejas 2.0” Marín,1,PER
José Luis Reverte Ors,1,PER
Amazon UEMaster,1,PER
Cisneros,1,PER
Luis Cisneros Zeballos,1,PER
María Teodora Guillén Moreno,1,PER
Amanda,1,PER
Postrecolección,1,PER
Tecnología de Alimentos,1,PER
Francisco Artés,1,PER
Beka Begiashvili,1,PER
Víctor Campillo,1,PER
José María Ferrero Corral,1,PER
Álvaro Pineda González,1,PER
Francisco José Alvarado Alcón,1,PER
Concurso de Vídeos TikTok,1,PER
Pablo Ruiz,1,PER
Tecnología Región de Murcia,1,PER
Juan José Portero Rodríguez,1,PER
José Ramón Navarro Andreu,1,PER
Eficiencia Energética,1,PER
Ganó,1,PER
Gallina Murciana,1,PER
Alfonso X de Murcia,1,PER
admisión de solicitudes,1,PER
Carlos Barrero Nicolás,1,PER
Montserrat Solano,1,PER
Fernando Miguel García Martín,1,PER
Magdalena Martos,1,PER
Cloud Computing,1,PER
Trabajó,1,PER
Ceutí,1,PER
Fisiología,1,PER
electroestimulación cardiaca,1,PER
Antonio Miras,1,PER
karting,1,PER
láser tag,1,PER
Política Social,1,PER
Antonio Campillo,1,PER
Therman Mantenimiento Industrial,1,PER
Moreno,1,PER
grúa,1,PER
José Andrés Moreno,1,PER
grúa pórtico,1,PER
Ana María Munuera,1,PER
Luis González Reyes,1,PER
Conchita Ruiz Caballero,1,PER
Azahara Polomeque,1,PER
Juan Bordera,1,PER
Gemma Barricarte,1,PER
Emilio Santiago Muiño,1,PER
Isaac Rosa,1,PER
Ignacio Ramonet,1,PER
José Manuel López Nicolás,1,PER
Tamara Saura Acosta,1,PER
Elgaronline,1,PER
Université,1,PER
Pedro Fernandes da Anunciação,1,PER
Tamara Saura,1,PER
Intervienen distintas Universidades,1,PER
Mireia Ruiz,1,PER
Alejandro,1,PER
Leo Fernández,1,PER
Opositaré,1,PER
Luis Manzanares,1,PER
IES Ricardo Ricardo Ortega,1,PER
IES Gerardo Molina,1,PER
Ismael,1,PER
Modernismo,1,PER
María Jesús González,1,PER
Jesús”  Enma Legaz,1,PER
Patrimonio Arquitectónico de la ETSAE,1,PER
San,1,PER
Miguel Ángel Ríos,1,PER
Erasmus Student Network,1,PER
Juan José Piñar López,1,PER
Pedro Luján Peñalver,1,PER
Juan de Dios García Gómez,1,PER
Technologie Troyes,1,PER
Isaac Peral de Cartagena,1,PER
Mª Luisa Valderas,1,PER
Pedro Martínez Baños,1,PER
José Vicente Albaladejo Andreu,1,PER
Carmen Alcaraz Tomás,1,PER
José María Salinas San Leandro,1,PER
Isidro Ibarra Berrocal,1,PER
Miguel Hernández Espallardo,1,PER
Narciso Arcas Lario,1,PER
Shayergheh Ashourizadeh,1,PER
Francisco José Alcón Provencio,1,PER
Juan Francisco Juliá Igual,1,PER
´cum laude´,1,PER
añade Ferrández,1,PER
Red,1,PER
señala Ferrández,1,PER
Según Ferrández,1,PER
interés común,1,PER
www.bib.upct.es,1,PER
Rachida Rania Benaissa,1,PER
Fabio Amoruso,1,PER
Almudena Giménez,1,PER
Victor M. Gallegos-Cedillo,1,PER
Angelo Signore,1,PER
Perla Gómez,1,PER
Trabajo Asociado de la Región de Murcia,1,PER
Ucomur,1,PER
José Sebastián Velázquez,1,PER
Enrique Castro,1,PER
Carlos Angosto,1,PER
Borja Serván Camas,1,PER
Antonio José Lorente,1,PER
Pablo Romero,1,PER
Federico García Lorca,1,PER
Doctora Ingeniera,1,PER
Carolina Díaz García,1,PER
Laura Christianson,1,PER
Nazaret González Alcaraz,1,PER
José Álvarez Rogel,1,PER
Fundación Universia,1,PER
Proyectos de Investigación,1,PER
José Manuel Ferrández Vicente,1,PER
José Luis Bonet,1,PER
Pilar Villacorta,1,PER
Markus González,1,PER
Segundo Píriz,1,PER
‘alumni’,1,PER
‘captación’,1,PER
“Impulso,1,PER
Educación Secundaria Obligatoria,1,PER
Álvarez Rogel,1,PER
José María García,1,PER
Luis Muñoz,1,PER
Carlos J. Escudero,1,PER
Juan Carlos López,1,PER
Iris Celorrio,1,PER
Qualcomm,1,PER
jamás,1,PER
David Sánchez Hernández,1,PER
José María Costa Hernández,1,PER
Francisco Ortuño Sáez,1,PER
Ayman Lamriss,1,PER
Cristina Mora Menéndez de la Vega,1,PER
Javier Blanco Ortega,1,PER
Joaquín García-Estañ Salcedo,1,PER
Alejandro Ochoa Martínez,1,PER
Investigación de la,1,PER
General de Universidades,1,PER
María Isabel Fortea Gorbe,1,PER
José Damián Catalá Galindo,1,PER
Juan Ángel Pastor Franco,1,PER
Patricio Franco Chumillas,1,PER
Jaime Aniorte García,1,PER
Santos Mora Gónzalez,1,PER
Laura Odette Carrión Fernández,1,PER
Ángel Serrano Rochel,1,PER
Dibujo Técnico,1,PER
Asistir,1,PER
Politécnico de Cartagena,1,PER
Formación Profesional Hespérides,1,PER
Rozalén,1,PER
Sacaré,1,PER
gestión de salmuera,1,PER
Víctor Fabregat,1,PER
Paloma González Costa,1,PER
Margarita Carretero,1,PER
Lorine Niedecker,1,PER
Fabio L. Vericat,1,PER
Ana I. Zamorano Rueda,1,PER
Madame Sosostris,1,PER
Según Natalia Carbajosa,1,PER
María Teresa Gibert,1,PER
Juan Franciso Sánchez,1,PER
Antonio Duréndez Gómez-Guillamón,1,PER
Domingo García Pérez de Lema,1,PER
Ramón Madrid,1,PER
Ana Correa,1,PER
Pedro Rivero,1,PER
mejore,1,PER
Jaime Ayala Poveda,1,PER
Green Training,1,PER
Dicha,1,PER
Referente,1,PER
Técnicos,1,PER
Sanicitrus,1,PER
Sataka Seed,1,PER
Sugar Baby Melón,1,PER
Melón Matisse,1,PER
“El Abuelo de los Melones”,1,PER
habían,1,PER
mínimo B2,1,PER
Wannaseed,1,PER
Profesor del Área,1,PER
Según Emilio Trigueros,1,PER
Beca Santander,1,PER
Dr. Ingeniero de Minas,1,PER
Ingeniería de Caminos Canales,1,PER
Innovación Abierta,1,PER
Wayra,1,PER
Responsable de Innovación Digital,1,PER
Responsable de Telefónica Open Future,1,PER
Walter Leitner,1,PER
Barack Obama,1,PER
María Benselouane Filani,1,PER
Juan Francisco Sánchez García,1,PER
Decano de la Facultad de Ciencias de la Empresa,1,PER
Ángel Rafael Martínez Lorento,1,PER
Laura García Motos,1,PER
María García Hernández,1,PER
Juan Carlos Bermúdez Zapata,1,PER
Marina Fernández González,1,PER
Javier Lorca Fernández,1,PER
Jairton Dupont,1,PER
Javier García-Martínez,1,PER
Investigación Agroalimentaria,1,PER
Blancafort,1,PER
Joaquín Zamora,1,PER
VII Premio,1,PER
Florentino Pérez,1,PER
Agustín de Betancourt,1,PER
Antonio José Martínez,1,PER
Prevención de Riesgos Laborales del Hospital General Universitario Santa Lucía,1,PER
Fernando Díaz Ripollés,1,PER
Flipped Classroom,1,PER
Rosa,1,PER
Según Fernando Cerdán,1,PER
Luis Fernando del Rivero,1,PER
Antonio García Sánchez,1,PER
Madeleine Sánchez Puyosa,1,PER
Isabel Olmedo Cifuentes,1,PER
Pablo Fernández Jordán,1,PER
Pilar Jiménez Medina,1,PER
Paola Schmalfuss,1,PER
Eliseo Herrera Martí,1,PER
Silvia Cerdán Moreno,1,PER
Emilio Estrella,1,PER
Álvarez Cascos,1,PER
Calvo Sotelo,1,PER
Sagasta,1,PER
Emeterio Cuadrado,1,PER
Caminos José Eugenio Ribera,1,PER
Caminos Ilustres”,1,PER
XXIV Jornadas de Patrimonio Cultural de la Región de Murcia,1,PER
Príncipe de Vergara,1,PER
Kone Aboubacar,1,PER
Marta García López,1,PER
Ismael Fajardo Blaya,1,PER
Iker Tebas,1,PER
Combinación,1,PER
Pablo Calleja,1,PER
Cristina Montoya,1,PER
Cristina Vivancos de Capgemini,1,PER
IES Ricardo Ortega,1,PER
Elis Cognita,1,PER
José Abad,1,PER
Manzano,1,PER
Marisol Manzano,1,PER
‘Cartagena Piensa’,1,PER
Hacking,1,PER
Rosa Parajón,1,PER
Felicia Ros,1,PER
Happy Chicken´s,1,PER
Pepi Martínez,1,PER
“Finca San Cayetano,1,PER
Jesica Conesa,1,PER
Adrina Bolaños Medina,1,PER
Saira Bolaños,1,PER
Marta Tormo Ortiz,1,PER
Daniel Montoya González,1,PER
Cristina Varona Marín,1,PER
Pedro Blaya García,1,PER
Javier Méndez Lorente,1,PER
Juan Antonio Nicolás Cuevas del Máster,1,PER
Candela Fernández Donas,1,PER
Juan Esteva Pascual,1,PER
Alejandro Hernández Padilla,1,PER
Eva Álvarez Sánchez,1,PER
Agrónomo,1,PER
Ignacio Catalá López,1,PER
Lola Martínez Franco,1,PER
Adolfo Falagán Prieto,1,PER
José Miguel Molina Martínez,1,PER
Zero Trust,1,PER
Hardening,1,PER
Fundamentos de Ciberseguridad,1,PER
Cyber Range,1,PER
Drones,1,PER
Braulio José Belmonte Marín,1,PER
Sergio Mirón Morell,1,PER
Carlos José Parra,1,PER
Germán Romero,1,PER
José Molina Martínez,1,PER
Juan José Hernández,1,PER
Ciencias,1,PER
Arduino,1,PER
Ignacio del Pino,1,PER
Isabel Pilar Morales Aragón,1,PER
Rocío Sabariego Arenas,1,PER
Francisco Javier Bayo Bernal,1,PER
Fernando Alcaraz,1,PER
Eva Franco,1,PER
Francisco Reyes,1,PER
Juan José Alonso,1,PER
Juan Suardiaz,1,PER
Juan Antonio Riquelme,1,PER
Mari Carmen Ballesta,1,PER
Javier Padilla,1,PER
Conexión,1,PER
destacó,1,PER
Rosa Pinto,1,PER
depuración,1,PER
Raquel Navarro,1,PER
Universidad Jaume I,1,PER
Viedma,1,PER
Cristina Gutiérrez Cortines,1,PER
Juan Cruz Cigudosa,1,PER
Pedro E. Collado,1,PER
El TFM,1,PER
Sonia Sánchez Rabadán,1,PER
Víctor San Bernardo Hernández,1,PER
Universidades de Universidades del Ministerio,1,PER
Egea,1,PER
José Ángel Cerón,1,PER
Según declaró,1,PER
José Martínez,1,PER
Pedro Miguel Jiménez,1,PER
Jóvenes Investigadores,1,PER
Miguel Velázquez,1,PER
Construcciones Arquitectónicas Pedro E. Collado,1,PER
María Dolores Pujol Galindo,1,PER
Sonia Sánchez,1,PER
Yuli Andrea Herrera,1,PER
Rafael Pérez Campos,1,PER
Pilar Rabadán Manzanares,1,PER
Gema Benedicto Rodríguez,1,PER
Diego Hernández Prieto,1,PER
Alberto Egea Villarreal,1,PER
Pablo Manuel Martínez Rubio,1,PER
Francisco José Melero Muñoz,1,PER
Ocho,1,PER
Trece,1,PER
José Ángel Salas Millán,1,PER
Francisco Ortiz,1,PER
Óscar,1,PER
Bemyvega S. L,1,PER
Félix Faura,1,PER
Juan Ramón Medina,1,PER
Cristina Gutiérrez-Cortines,1,PER
Días,1,PER
Antonio Sánchez Kaiser,1,PER
José Manuel Antón,1,PER
blockchain,1,PER
Rosa Sánchez,1,PER
Emilia María García Vera,1,PER
Àngels Barceló,1,PER
Francisco Antonio Lloret Abrisqueta,1,PER
Alberto Manjón,1,PER
Esther Jódar,1,PER
Isidro Villo,1,PER
Antonio  Pérez Garrido,1,PER
Estación Depuradora de Aguas Residuales,1,PER
Ignacio Goirigolzarri,1,PER
Juan Roig,1,PER
Mercadona,1,PER
Tomás Fuertes,1,PER
José María Albarracín,1,PER
Milenio,1,PER
Pinna,1,PER
José Galián Albadalejo,1,PER
Hippocampus,1,PER
Marc Puig,1,PER
Serrano Aznar,1,PER
Tecnología de la Construcción,1,PER
Vicente Boluda,1,PER
Marcial Gamboa Pérez-Pardo,1,PER
Aniceto Rosique Nieto,1,PER
Antonio Sevilla “el Puerto,1,PER
José Galián Albaladejo,1,PER
http://www.un.org/sustainabledevelopment/es/oceans/,1,PER
Maytenus senegalensis,1,PER
azufaifo,1,PER
Estará,1,PER
Pilar de la Rúa Tarin,1,PER
José Luis Sancho Gómez,1,PER
Javier Gilabert Cervera,1,PER
Vehículos Autónomos Submarinos,1,PER
galería,1,PER
Bernardo Gastón Silbermann,1,PER
Francisco Javier González,1,PER
Víctor Julio González Riascos,1,PER
Arturo Rojas,1,PER
Ángel Elías,1,PER
Fernando Gamboa Rosas,1,PER
Juan Carlos Venesia,1,PER
Walker San Miguel Rodríguez,1,PER
Adalberto Tokarski,1,PER
Rafael Farromeque,1,PER
Gonzalo Mórtola,1,PER
Oscar Bazán,1,PER
Juan Carlos Muñoz Menna,1,PER
Antonio Domínguez,1,PER
Técnico Agrícola,1,PER
Evaluación de Infraestructuras,1,PER
Monitorización,1,PER
Desarrollo de Proyectos Portuarios,1,PER
Portek,1,PER
Jordi Armengol,1,PER
Esther Marín,1,PER
Interés Turístico Internacional,1,PER
Javier Celdrán,1,PER
Tony Quinn,1,PER
Andrew Bonnington,1,PER
Paul Gallie,1,PER
Yurik Díaz,1,PER
Giovanni Benedetti,1,PER
Carlos Urriola,1,PER
Víctor Rossi,1,PER
Fernando Santamaría,1,PER
Fernando Barrangán,1,PER
José Luis Ortega,1,PER
ICIS Consulting,1,PER
Global Consultoría,1,PER
Mike Perkins,1,PER
Pedro J. Sánchez,1,PER
Impulso Económico,1,PER
Pedro José Sánchez,1,PER
Healthcare-Delivery Model,1,PER
Manuel Baena,1,PER
Educación Primaria,1,PER
allí había,1,PER
Ella,1,PER
Peritaje Mercantil,1,PER
tenía,1,PER
Perito Mercantil,1,PER
María Salinas Sánchez,1,PER
Scout San Roque,1,PER
Manuel Soler Méndez,1,PER
latencias ultrabajas,1,PER
María Rizo Aznar,1,PER
Abel Ramos,1,PER
Antonio Balanza,1,PER
José Cánovas,1,PER
Laura García,1,PER
Antonio Javier García,1,PER
Joan García,1,PER
José Manuel Olmos,1,PER
Antonio Vigueras,1,PER
Juan Patricio Castro,1,PER
Completa,1,PER
gestión Irriman,1,PER
‘Agricultural Sciences’,1,PER
Gemma Castejón,1,PER
Cristina Mora,1,PER
José González Cabrero,1,PER
Roberto Barceló,1,PER
Murcia-Cartagena,1,PER
Javier Cerrillo,1,PER
Agromarketing España,1,PER
Poscosecha,1,PER
Abdelmalek Temnani,1,PER
Juan Ruiz Álvarez,1,PER
Manuel Conesa Valverde,1,PER
María Campo Valera,1,PER
David Cañete Rebenaque,1,PER
Pedro Guillén de Archena,1,PER
mano’,1,PER
Tecnología Naval Juan Francisco Sánchez Pérez,1,PER
Número,1,PER
José Neptuno,1,PER
Juan Patricio Castro Valdivia,1,PER
Juan Morales,1,PER
Francisco José Ortiz.,1,PER
Dolores Parra,1,PER
Jurijs Dehtjars,1,PER
Gorka Sánchez,1,PER
Carlos Hurtado,1,PER
Izabel Alfany,1,PER
Sergio Muñoz,1,PER
Miguel Ángel Navarro,1,PER
Tecnología de Cella Medical Solutions,1,PER
Miguel Rodríguez,1,PER
Rafael Valverde,1,PER
Su CEO,1,PER
Miguel Buades,1,PER
María Cruz Ferreira,1,PER
Daniel Alejandro Riera,1,PER
María Dolores Abenza,1,PER
Kenza Midoun,1,PER
Mar Tornero,1,PER
Lola Gracias,1,PER
Francisco Guillermo Díaz,1,PER
María José López,1,PER
Gabriel Garrappa,1,PER
Imad El Jamaoui,1,PER
Juan Daniel Suárez,1,PER
Caridad Hernández,1,PER
Jesús Guillamón,1,PER
Mercedes Guerrero,1,PER
Belén Ferrando,1,PER
Rafael Fuster,1,PER
Víctor García,1,PER
Gema Nieto,1,PER
Pablo Cánovas,1,PER
Francisco José López,1,PER
Acción Social,1,PER
Empleado,1,PER
Pedro García Guillamón,1,PER
Andseed,1,PER
Javier Sánchez-Guerrero,1,PER
Miguel Ángel Fernández de Innovación Digital de Telefónica,1,PER
Jose Manuel Antón,1,PER
Isabel Durante,1,PER
María Ángeles Rosell Pérez,1,PER
Desarrollo Empresarial del Centro Europeo de Empresas e Innovación de Cartagena,1,PER
Mercedes Navarro Martínez,1,PER
Borja,1,PER
Jesús Borja,1,PER
Julia Alarcón Luna,1,PER
José María Ruiz Marco,1,PER
Juan Antonio Molero García,1,PER
José Luis Huerta Molina,1,PER
Carlos Manuel Castejón Fernández,1,PER
Melany Odalys Puerta Loján,1,PER
Francisco Javier López Marín,1,PER
Celia González Martínez,1,PER
Antonio García Pineda,1,PER
Iván Dimitrov Boyadzhiev,1,PER
Mathieu Kessler,1,PER
Isabel María Pérez Artigao,1,PER
Aya Zizi Hamzaoui,1,PER
Basma Barhel Aousser,1,PER
Ana Cristina Alonso García,1,PER
Jesús Martínez Herrero,1,PER
Nicolás Giraldo Morales,1,PER
Ros,1,PER
Pedro Ayala,1,PER
Mercedes Vicente,1,PER
Miguel Ángel Ortega Velázquez,1,PER
Pedro Ayala Bernal,1,PER
Aitor Fernández López de Aguileta,1,PER
Óscar Jesús Martínez,1,PER
Ahmed Berrich,1,PER
Azud María Matencio,1,PER
Beatriz Masdemont,1,PER
Miguel Martínez Cobacho,1,PER
agroalimentación,1,PER
Biometric Vox,1,PER
José Carlos García,1,PER
Desarrollo Empresarial,1,PER
Innovación Cartagena,1,PER
Discapacidad Física,1,PER
Francisco López,1,PER
Concienciación,1,PER
Koichi Hayashi,1,PER
Andrés Perales,1,PER
Javier Mulas,1,PER
Víctor Cánovas,1,PER
Mercedes Alacid,1,PER
Planificación Ambiental,1,PER
Política Territorial,1,PER
Martínez Mari,1,PER
José María González Jiménez,1,PER
Nazaret González,1,PER
Belén Gallego,1,PER
Domingo Jiménez Beltrán,1,PER
Víctor Villegas,1,PER
naranjo,1,PER
Life Triplet,1,PER
Alfonso del Moral,1,PER
Chuecos de Arriba,1,PER
Jiménez Beltrán,1,PER
Afincado,1,PER
Miguel Pérez,1,PER
Iñigo de la Serna,1,PER
Mariano Rajoy,1,PER
Manuel Hernández,1,PER
Antonio Gil,1,PER
Belén,1,PER
Muestra Arqueológica,1,PER
Antonio Martínez,1,PER
Arcipreste de la Zona Norte,1,PER
Nitrógeno,1,PER
Junta de Andalucía,1,PER
Gestión Estratégica,1,PER
“Smart Ports,1,PER
Área de Explotación,1,PER
José María Gómez Fuster,1,PER
Beniel,1,PER
Juan Hernández,1,PER
Vindel,1,PER
Manuel Fernández-Delgado,1,PER
Muelle de Curra,1,PER
Jefe de Recursos Humanos del Puerto de Cartagena,1,PER
José Mª. Fernández,1,PER
David Cal,1,PER
Fernando López Mirás,1,PER
Juan Antonio Carrillo de Albornoz,1,PER
guías,1,PER
Daniel Gómez Servicios Portuarios,1,PER
Ership,1,PER
Cruceros,1,PER
Gómez López-,1,PER
Sánchez Breis,1,PER
Gómez López,1,PER
Nuestro Padre Jesús Nazareno,1,PER
María Jesús Moreno,1,PER
Jesús Resucitado,1,PER
Esperanza de la Salvación de las Almas,1,PER
Fulgencio Gil,1,PER
Antonio Sánchez-Solis,1,PER
Organismos Gubernamentales,1,PER
Locales,1,PER
Ilustre Cofradía del Santísimo,1,PER
Gómez Fuster,1,PER
Antonio Vargas,1,PER
Francisco Marín,1,PER
Consejero de Grimaldi,1,PER
Erhardt  Mediterráneo,1,PER
Erhardt Mediterráneo,1,PER
Sergio Conesa,1,PER
Manuel Pérez Carro,1,PER
Jefe del Departamento de Desarrollo de Negocio,1,PER
Jefe del Área Explotación,1,PER
Gómez Fuster “es,1,PER
Jesús de Nazaret,1,PER
San Pedro y Escombreras,1,PER
José García-Bravo,1,PER
Mantener,1,PER
Portavoz,1,PER
Participación,1,PER
Bruno Vilarasau,1,PER
Servicios Digitales,1,PER
Francisco Vidal,1,PER
José García Ruiz,1,PER
Depósito Franco,1,PER
José Asenjo,1,PER
‘Cinco,1,PER
Joaquín Aranda Gallego,1,PER
Juan Hernández Albarracín,1,PER
“El Puerto,1,PER
Álvaro Franco Barragán,1,PER
Jorge Baena,1,PER
Elena García,1,PER
Runtritón Cartagena,1,PER
José Luís Conesa,1,PER
S.A. de Cartagena,1,PER
Joaquín Segado Martínez,1,PER
Patricio Valverde,1,PER
Territoriales,1,PER
Transporte,1,PER
Confederación de Organizaciones Empresariales,1,PER
Sanson,1,PER
Jefe de Área de Explotación,1,PER
José Pedro Vindel,1,PER
Fermín Rol Rol,1,PER
José López,1,PER
Mª Dolores Pagán,1,PER
Carlos Díaz,1,PER
Isidoro Guzmán Raja,1,PER
Francisco García Menchón,1,PER
Francisco Abril,1,PER
Brexit,1,PER
Dársena de Santiago,1,PER
Narón,1,PER
guías operativas,1,PER
Seguridad Ciudadana,1,PER
Manuel Durán,1,PER
Elegido,1,PER
Carla Habermeyer,1,PER
Monarch de Pullmantur,1,PER
Consorcio Turístico Cartagena,1,PER
Policía,1,PER
Cirilo Durán,1,PER
Iphone,1,PER
L´Occitane,1,PER
Modesto García,1,PER
Joaquín Nadal,1,PER
Mejora,1,PER
Plan de Integración Puerto-Ciudad del Puerto de Cartagena,1,PER
Desarrollo de Negocio,1,PER
Kristijan Pavic,1,PER
Katerina Fortun,1,PER
Carmen Berrocal,1,PER
Parimonio Histórico,1,PER
Señaló,1,PER
Enagas,1,PER
Banco Bilbao Vizcaya Argentaria,1,PER
Infraestructuras de Enagás,1,PER
Aparte,1,PER
Disney,1,PER
Cludio Rodríguez,1,PER
Fondos TEN-t,1,PER
Certificación ISO 14001,1,PER
Engie Cartagena,1,PER
