sentence|translation|sdg
El Comité se ha creado en la  XV reunión del Consejo de Política Científica, Tecnológica y de Innovación (CPCTI), celebrada en Zaragoza, según la información difundida por el servicio de Prensa de La Moncloa. | The Committee was created at the XV meeting of the Council of Scientific, Technological and Innovation Policy (CPCTI), held in Zaragoza, according to the information disseminated by the Press Service of La Moncloa. |4
Tres equipos de estudiantes del IES La Flota han copado los primeros puestos de la Olimpiada de Ingeniería de Caminos, Canales y Puertos que se ha disputado esta mañana en la Universidad Politécnica de Cartagena (UPCT).|Three teams of students from IES La Flota have taken the top positions in the Olympiad of Civil Engineering, Channels, and Ports that took place this morning at the Polytechnic University of Cartagena (UPCT).|4
Montar el arco de Leonardo da Vinci con listones de madera  en el menor tiempo posible y subir sobre él a un estudiante del equipo; construir un arco de dovelas, también con gran rapidez o distribuir mercancías entre cinco ciudades utilizando para ello un camión teledirigido como medio de transporte.|Assemble Leonardo da Vinci's arch with wooden slats as quickly as possible and have a student from the team climb on it; build a keystone arch, also quickly, or distribute goods between five cities using a remote-controlled truck as a means of transportation.|9
Son algunas de las seis pruebas que han tenido que superar los 90 estudiantes de 1º y 2º de la ESO que integran los 18 equipos que han participado en la prueba.|These are some of the six tests that the 90 students from 1st and 2nd ESO had to pass, who make up the 18 teams that participated in the competition.|4
Esta primera fase de la olimpiada se desarrolla en cada una de las 10 escuelas de Ingeniería de Caminos de España que participan en la Olimpiada.|This first phase of the olympiad takes place at each of the 10 Schools of Civil Engineering in Spain participating in the Olympiad.|4
Los equipos ganadores representarán a esa sede en la fase nacional, que tendrá lugar el próximo 19 de mayo en la Escuela Politécnica Superior de la Universidad de Alicante, ganadora de la pasada edición.|The winning teams will represent that headquarters in the national phase, which will take place on May 19 at the Higher Polytechnic School of the University of Alicante, the winner of the previous edition.|4
Esta Olimpiada (22146/OLIM/22) ha recibido una ayuda de la convocatoria de Olimpiadas Científicas de la Región de Murcia, financiada por la Consejería de Empleo, Universidades, Empresa y Medio Ambiente de la CARM, a través de la Fundación Séneca-Agencia de Ciencia y Tecnología de la Región de Murcia.|This Olympiad (22146/OLIM/22) has received assistance from the call for Scientific Olympiads of the Region of Murcia, funded by the Ministry of Employment, Universities, Business and Environment of the CARM, through the Séneca Foundation - Science and Technology Agency of the Region of Murcia.|4,9
Campaña solidaria en los centros de la UPCT para recoger material escolar y sanitario y enviarlo a Malawi. | Solidarity campaign in UPCT centers to collect school and sanitary materials and send them to Malawi. |1
Lápices, gomas, ordenadores, libros en inglés, muletas o sillas de ruedas, entre otros objetos. | Pencils, erasers, computers, English books, crutches or wheelchairs, among other items. |1
El material escolar se donará a 24 colegios de Mtendere, una zona rural en la que la falta de infraestructuras, el abandono escolar y la situación de las escuelas complica el desarrollo educativo del país. | School supplies will be donated to 24 schools in Mtendere, a rural area where lack of infrastructure, school dropout, and the state of schools complicate the educational development of the country. |4
El resto del material irá a un hospital, también de Mtendere, para apoyar infraestructuras y distintos programas de atención a la población más vulnerable. | The rest of the material will go to a hospital, also in Mtendere, to support infrastructure and various programs to assist the most vulnerable population. |3
Los proyectos que utilizarán el material donado están dedicados a personas albinas y mujeres. | The projects that will use the donated material are dedicated to people with albinism and women. |5
Los materiales se pueden depositar en las consejerías de los diferentes edificios de la UPCT hasta el próximo 12 de enero. | Materials can be deposited in the counseling offices of the different UPCT buildings until January 12. |1
Los impulsores son Carlos Mascaraque, profesor de la Escuela de Ingeniería Naval y Oceánica, en colaboración con la profesora de Economía y Empresa de la Universidad de Murcia, Lorena Para. | The driving forces are Carlos Mascaraque, professor at the School of Naval and Oceanic Engineering, in collaboration with Lorena Para, a professor of Economics and Business from the University of Murcia. |4
El envío se realiza gracias a la fundación Solidaridad Candelaria. | The shipment is made possible thanks to the Solidaridad Candelaria foundation. |17
La Universidad Politécnica de Cartagena (UPCT) acoge el próximo mes de noviembre la 41 edición del Congreso Anual de la Sociedad Española de Ingeniería Biomédica (CASEIB), una de los congresos más importantes del sector. | The Polytechnic University of Cartagena (UPCT) will host the 41st edition of the Annual Congress of the Spanish Society of Biomedical Engineering (CASEIB) next November, one of the most important congresses in the sector. | 9
CASEIB 2023 dará a conocer los últimos avances en investigación en las diferentes áreas que engloba la Ingeniería Biomédica. | CASEIB 2023 will present the latest advances in research in the different areas that Biomedical Engineering encompasses. | 9
Los organizadores han realizado la primera llamada para enviar los trabajos a este encuentro científico, que tendrá lugar del 22 al 24 de noviembre. | The organizers have made the first call to submit works to this scientific event, which will take place from November 22 to 24. | 9
Las comunicaciones y resúmenes extendidos se pueden enviar hasta el 21 de julio. | Communications and extended abstracts can be submitted until July 21. | 9
